;; Sri Ganeshji : Sri Balaji : Sri Pitreshwarji : Sri Durgaji : Sri Venkateshwara ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;; Section/Object,SDFId of Object,IsPrimary,IsRecursive,HasMstTree,HasValidFunc,HasPrepareFunc,RF Required 1,RF Required 2,Is OR Test,HasSplitFunc,HasIsEmptyFunc,ObjNameRF,Natural Language Accessible,NatLangAliases,HasViews,UseFastCaching,Can Regenerate,GetPvtFuncs,HasMsgPrepareFunc,Section Close,,,,,,,,,,,,,,,,COMMENTS (must start with //)
;; FLD Name, Type,Level, RF Name, TDL Name, Default Value, Repeated, Object Name,MST OBJ Name, IsUnique, UniqueRF for Aggr / BaseDate For DateRange, SchemaInEditModeOnly,IsInherited,IsCacheRequired/Property of Object,SourceCollection,IsSysNameIsString,Required For Remoting,NatLang Accessible,NatLang Aliases,FromDateParmApplicable,ToDateParmApplicable,ValMethodParmApplicable,ScenarioParmApplicable,ObjIdentiferParm,View,IsConsumable,Read/Write,IsInitiallyGathered,IsEncrypted,IsExportable,RFSrcType,RFSrcTdlExp,RegeneratesObj,DependencyType,Is Status Type,Dependency,COMMENTS(muststartwith//)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SYNC_AFTER_SAVE:SyncAfterSave,,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,,,,,,,,,,,,,],,,,,,,,,,,,,,,,
FLD_VCHTYPE_SYSNAME,SYSID,,RF_SYSNAME,SysName,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_VCHTYPE_NAME,MSTID,,RF_NAME,Name,NULL,FALSE,NULL,OBJ_VCHTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[BANK_ALLOCATIONS:Bank Allocations,STR,FALSE,FALSE,FALSE,FALSE,FALSE,RF_DATE,,,,,,,,,,,,TRUE,],,,,,,,,,,,,,,,,
FLD_BANK_DATE,DATE,,RF_DATE,Date,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_PAYMNT_FAVOURING,STR,,RF_PAYMNT_FAVOURING,Payment Favouring,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_TRANS_TYPE,SYSID,,RF_TRANSACTION_TYPE,Transaction Type,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_NARRARATION,STR,,RF_NARRATION,Narration,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_CHEQUE_CROSS_CMT,STR,,RF_CROSS_COMMENT,Cheque Cross Comment,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_AMOUNT,AMT,,RF_AMOUNT,Amount,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_INSTRUMENT_DATE,DATE,,RF_BANK_INSTRUMENT_DATE,Instrument Date,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_INSTRUMENT_NUMBER,STR,,RF_BANK_INSTRUMENT_NUMBER,Instrument Number,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_IFS_CODE,STR,,RF_BANK_IFS_CODE,IFS Code,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_BANK_NAME,STR,,RF_BANK_NAME,Bank Name,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
